2023-11-30 02:43:07	shimizu	0.8	52.783	0
2023-11-30 02:43:08	shimizu	0.8	52.7556	0
2023-11-30 02:43:09	shimizu	2.1	52.7706	0
2023-11-30 02:43:10	shimizu	0.8	52.7664	0
2023-11-30 02:43:11	shimizu	2.8	52.7783	0
2023-11-30 02:43:12	shimizu	2.8	52.7565	0
2023-11-30 02:43:13	shimizu	1.2	52.7926	0
2023-11-30 02:43:14	shimizu	0.9	52.8001	0
2023-11-30 02:43:15	shimizu	3.2	52.7826	0
2023-11-30 02:43:16	shimizu	1.4	52.7671	0
2023-11-30 02:43:17	shimizu	5.5	52.7061	0
2023-11-30 02:43:18	shimizu	2.4	52.7556	0
2023-11-30 02:43:19	shimizu	0.9	52.717	0
2023-11-30 02:43:20	shimizu	2	52.7567	0
2023-11-30 02:43:21	shimizu	1.3	52.7832	0
2023-11-30 02:43:22	shimizu	2.4	52.75	0
2023-11-30 02:43:23	shimizu	1.6	52.7373	0
2023-11-30 02:43:24	shimizu	2.2	52.7352	0
2023-11-30 02:43:25	shimizu	1.2	52.7353	0
2023-11-30 02:43:26	shimizu	1.3	52.7927	0
2023-11-30 02:43:27	shimizu	2	52.8015	0
2023-11-30 02:43:28	shimizu	4.2	52.8239	0
2023-11-30 02:43:29	shimizu	2.4	52.8229	0
2023-11-30 02:43:30	shimizu	1.3	52.8333	0
2023-11-30 02:43:31	shimizu	3.2	52.8172	0
2023-11-30 02:43:32	shimizu	0.8	52.822	0
2023-11-30 02:43:33	shimizu	1.9	52.821	0
2023-11-30 02:43:34	shimizu	0.9	52.788	3
2023-11-30 02:43:35	shimizu	3.2	52.7987	9
2023-11-30 02:43:36	shimizu	1.7	52.8029	3
2023-11-30 02:43:37	shimizu	2.7	52.7741	0
2023-11-30 02:43:38	shimizu	3.6	52.7669	0
2023-11-30 02:43:39	shimizu	3.7	52.7424	0
2023-11-30 02:43:40	shimizu	3.6	52.719	0
2023-11-30 02:43:41	shimizu	1.6	52.7183	0
2023-11-30 02:43:42	shimizu	2.8	52.6878	0
2023-11-30 02:43:43	shimizu	1.8	52.6025	0
2023-11-30 02:43:44	shimizu	2.9	52.6296	10
2023-11-30 02:43:45	shimizu	2.3	52.6174	0
2023-11-30 02:43:46	shimizu	2.5	52.6159	0
2023-11-30 02:43:47	shimizu	6	52.6364	0
2023-11-30 02:43:48	shimizu	2.4	52.7381	0
2023-11-30 02:43:49	shimizu	2.4	52.746	0
2023-11-30 02:43:50	shimizu	1.2	52.6673	0
2023-11-30 02:43:51	shimizu	4.1	52.6909	0
2023-11-30 02:43:52	shimizu	0.8	52.7257	0
2023-11-30 02:43:53	shimizu	1.2	52.7493	0
2023-11-30 02:43:54	shimizu	4.8	52.7694	0
